title,rating
Bakıda qız sərxoş atasını bıçaqladı,1
Bakıda məhkəmədə qadın hakimə hücum etdi - TƏFƏRRÜAT,0
Gəncədə qanunsuz silah gəzdirən şəxslər saxlanıldı - VİDEO,0
Bakıda anasını yandıran şəxs dəlixanaya göndərildi ,0
"Oyun zalında yeyib-içib, “playstation” aparatını oğurladılar - FOTO",1
Bakı sakini smartfona görə anasını öldürdü,1
İrandan Azərbaycana iki kiloqrama yaxın narkotik gətirmək istədi - FOTO,1
Bakıda nənə və nəvə dəm qazından boğuldu,1
Bakıda qardaş bacının qanını tökdü - VİDEO,1
“Azərsu”nun sabiq əməkdaşına hökm oxundu ,0
Azərbaycanda məmurun qardaşına qarşı dələduzluq edən şəxs həbs edildi ,1
Nazpərinin evindən oğurluq edənlər cəzalandırıldı,1
Abbas Bağırov köməkçisini bağışladı,0
Bakıda silah gəzdirən Masallı sakini tutuldu - FOTO,0
Sumqayıt sakini qətlə yetirilib,1
Bakıda polis əməkdaşı işgəncə verməkdə təqsirləndirilir,0
Azərbaycanlı samboçu Rusiyada bir zərbəylə adam öldürdü,1
Azərbaycanda altı dəfə məhkum olunmuş şəxsə hökm oxundu ,1
Dövlətə üç milyon manatdan çox ziyan vuran şəxs azadlığa çıxdı,1
"Həbsxanada tanış oldular, oğurluq edib maşın aldılar - FOTO",1
Bakıda dələduzluq edən müğənniyə hökm oxundu,0
Futbolçunun ölümünə səbəb olan şəxs hakim qarşısında,0
Azərbaycan qadınlarını Türkiyədə satan şəxs azadlıqda,1
Bakıda liftlərin əyləc dolağını oğurlayan saxlanılıb,0
“Aztelekom”un sabiq baş direktorunun məhkumluğu götürüldü ,1
Azərbaycanda iş adamının evindən oğurluq edən xadimə həbs edildi ,0
Cəlilabadda əməliyyat: narkotik satarkən yaxalandı,0
Bakı metrosunda bıçaqlanma - VİDEO,1
Narkobaron “Seyid” ələ keçdi - FOTO,0
Bakıda üç ildir axtarışda olan şəxs tutulub,0
Bakıda silahlı şəxs saxlanılıb - FOTO,0
"Narkoloji Mərkəzdəki “yanğın işi”: İntihar etmək istəyirdimsə, camaatı niyə yandırırdım? ",1
"Qohumlar birləşib, zavodun 75 min manatını “əritdi”",0
İstanbuldan Bakıya gələn qadınların üstündən bu qədər qızıl çıxdı - FOTO,0
Avtobus gənc qadını vurub öldürdü - VİDEO,1
Dünya çempionunun cinayət işi: Dəfələrlə qızımı öldürəcəyi ilə hədələyib,1
Azərbaycanlılarla çeçenlər arasındakı kütləvi davanın - TƏFƏRRÜATI,1
Gül dərən uşağın ölümünə səbəb oldu - MƏHKƏMƏ,1
Moskvada azərbaycanlılarla çeçenlər arasında kütləvi dava - YENİLƏNİB + VİDEO,1
Müdirini öldürən işçiyə hökm oxundu - 13 İL ,1
Moskvada güllələnən azərbaycanlının kimliyi müəyyənləşdi - YENİLƏNİB,1
Başçısı azərbaycanlı olan dəstə ələ keçirildi: qocaları aldadırmışlar - VİDEO,0
“Kalaşnikov”la gəzən Hacıqabul sakini saxlanıldı - FOTO,0
Yarım milyon mənimsəyən vəzifəli şəxslə bağlı yekun qərar,1
Bakıda narkotik alverçiləri tutulub - VİDEO,0
Rüşvətxor məmurlar hakim qarşısında - MƏHKƏMƏ,0
Bakı sakinini hədələyib “iPhone7”ni əlindən aldılar - VİDEO,1
“Nikoil bank”ın vəzifəli əməkdaşları həbs olundu,0
"Evə benzin töküb, anasını yandıran şəxs hakim qarşısında",0
Azərbaycandan beş milyard pul çıxaran: 700 manat maaş alırdım,1
“Damdayatan Nizam”ın qızına hökm oxundu,1
Gül kələmi adı ilə ölkədən 30 milyon çıxarmaq istədi - Yeddi il həbsdə yatacaq,0
Sahib İbrahimov işinin “rəngi dəyişir”: şikayətçilər geri addım atdı ,1
Bakıda şirkət rəhbəri həbs edildi,0
BDU-nun tələbəsi öldürüldü - YENİLƏNİB + FOTO,1
Hövsan sakininin evindən 28 kiloqram marixuana tapıldı,1
"Qonşusunun evini yardı, oğurladığı pulla iki ay əyləndi - FOTO ",1
"Kişinin üzünə yumruq vurub, pulunu oğurladı ",1
Bakıda kafedə kütləvi dava - VİDEO,1
Bakıda piyadanı vurub qaçan iş adamı ilə bağlı qərar verildi,0
Bakıda qadın niyə sevgilisinə 33 bıçaq vurub? - TƏFƏRRÜAT ,1
Rusiyada azərbaycanlı biznesmeni öldürən şəxs tutulub - FOTO,0
Binəqədi sakinlərinə qənim kəsilən oğru ələ keçdi - VİDEO,0
Bakıda “Makarov” gəzdirən şəxs saxlanılıb - FOTO\VİDEO,0
Leyla Şıxlinskayaya vurulan ziyan ödənildi,1
"Keçmiş məhkum azyaşlı qızı hədələyərək, sırğalarını alıb",1
Ağır qəzada təqsirləndirilən dispetçerin həbs müddəti uzadıldı,0
Üç gün sonra əsgərliyə getməli olan gənci öldürənə ağır cəza,0
Gömrük işi: Məhkəmədə generala həbs tələbi,0
Qaynını çəkiclə öldürənə ağır cəza verildi,0
Siyəzəndə namus üstündə qətl,0
Bakıda silahlı şəxs saxlanılıb - FOTO/VİDEO,0
Məhkəmə sələmçi qadını öldürənlə bağlı qərar verdi,0
“Yanğın işi”: Onlara siqaret çəkmək üçün şərait yaradılırdı,1
Mingəçevirdə nəvə dostu ilə birlikdə nənəsinin evindən oğurluq edib,1
Tərtərdə qəbiristanlıq oğruları ələ keçdi,0
Bakıda kişi sosial şəbəkələrdə tanış olduğu qadını dəfələrlə zorladı - CİNAYƏT İŞİ,1
Bakıda qonaq ev sahibini qarət etdi,1
Türkiyədə azərbaycanlı həbs olundu,0
Bakıda həkimləri soyan oğru saxlanıldı - FOTO/VİDEO,1
İş adamı oğlunun öldürdüyü şəhid qızını sərxoş “çıxarmaq” istəyib,1
Biləsuvarda yeniyetmələr mağazaları soyub,1
Ağcabədidə 84 yaşlı qadını döyüb evini qarət etdilər,1
Məhkəmə “Çudo Peçka”nın sahibini həbsdə saxladı ,0
Bakıda iki nəfər bıçaqlandı - VİDEO,1
Mühafizə polisləri aptek oğrusunu “iş başında” yaxaladılar - FOTO\VİDEO,0
Bakıda 12 evdən oğurluq edənlər tutulub - FOTO/VİDEO,0
Azərbaycanda psixi xəstə pişiyi dörd yerə bölüb evdən asdı - MƏHKƏMƏ,1
Bakıda qadını döyüb planşetini əlindən aldılar,1
Benzindoldurma məntəqələrini soyan dəstə ələ keçdi - VİDEO,0
Paytaxtda iki gənc bıçaqlandı - VİDEO,1
İşlədiyi şirkətdən 288 min manat oğurladı - MƏHKƏMƏ,0
Azərbaycandan beş milyard manat çıxaran şəxs: Taksi sürücüsü idim,1
Yüzlərlə avtomobilin şüşəsini sındıraraq oğurluq edənlər tutulub - FOTO,0
Bakıda evdən 30 min manatlıq qızıl oğurlayanlar ələ keçdi - FOTO,0
Bakıda aeroportda əməliyyat: mütəşəkkil dəstə zərərsizləşdirildi,0
Bacı-qardaşa təcavüz edənə ağır cəza,0
Bakıda qonaq ev sahibini və arvadını öldürdü,1
Türk sevgilisini öldürən azərbaycanlı qadına hökm oxundu,0
Həndbol Federasiyasının hakimi ölüm işində ittiham edilir,0
Bacısı qızını qaçıranı öldürdü - MƏHKƏMƏ ,1
Bakıda sevgilisini öldürən qadının məhkəməsi başladı,1
"Guya mən ona dərman verdim, sonra cinsi əlaqədə olduq - MƏHKƏMƏ",1
Kabel oğruları ələ keçdi - FOTO\VİDEO,0
Bakıda mənzillərdən oğurluq edən şəxs saxlanılıb - VİDEO,0
Gəncədə soyğunçu dəstə tutuldu - VİDEO,0
Türkiyədə azərbaycanlının cəsədi tapılıb - FOTO,1
“Lady Sharm”ın rəhbərləri həbs olundu: “kitayski” mallar satıblar - FOTO/VİDEO,0
Azərbaycanlı Rusiyada 12 yaşlı oğlanı zorladı,1
Əkrəm Həsənovun qardaşına hökm oxundu,0
Nazirlik Cahangir Hacıyevə qarşı iki milyon manata yaxın iddia qaldırdı,0
Hoteldə 14 yaşlı qıza təcavüz etdiyi iddia olunan şəxslə bağlı məhkəmə baş tutmadı,1
Azərbaycan qadınlarını Türkiyədə satanla bağlı qərar verildi,0
Bakıda hava limanında narkotik qaçaqmalçısı tutuldu - VİDEO,0
Bakı sakinini döyüb telefonunu alanlar ələ keçdi - VİDEO,0
Bakıda seyf oğurlayanlar tutuldu - FOTO\VİDEO,0
Şəmkirdə gənc iş yerini soydu - VİDEO,1
Şirvanda narkotacir “Tosu” ələ keçdi - FOTO,0
Şamaxıda mənzildən oğurluq edən tutuldu - FOTO,0
Bankın vəzifəli şəxsi hakim qarşısında - MİLYARDLIQ İŞ,0
Yarım milyonluq dələduzluq edənə hökm oxundu,0
Sevgilisini öldürən şəxs: Onu çox sevirdim,1
Narkotik maddə saxlamaqda təqsirləndirilən vəzifəli şəxsə hökm oxundu,0
Arif Alışanovu öldürməyə cəhd edən şəxslərin cəzası azaldıldı,0
Bakıda 20 qadına qarşı əxlaqsızlıq edənin həbs müddəti artırıldı,0
Bakıda səkkiz yaşlı qıza təcavüz edən şəxsə ağır cəza,0
Türkiyədə azərbaycanlıların qan düşmənçiliyində təcavüz iddiası - TƏFƏRRÜAT,1
Sumqayıt sakinlərini ölümlə hədələyən gənclər həbs edildi,0
"“Yanğın işi”: Mən cadugər, uzaqgörənəm ki? ",1
Məhkəmə mebel şirkətinin əmlakını mənimsəyən qadına şərti cəza verdi,0
Bakıda 14 bağ evindən oğurluq edən şəxslər ələ keçib - FOTO/VİDEO,0
İstanbulda azərbaycanlılar arasında qanlı ədavət: beş ölü - FOTO/VİDEO,1
Bakıda xadimə işlədiyi evdən oğurluq edən qadın saxlanılıb,0
Keçmiş icra başçısının cinayət işi ayrıca icraata götürülüb,0
Keçmiş məhkumlar 750 ədəd pivə çəlləyini oğurladılar,0
Nişanlısını öldürən gəncin həbs müddəti uzadıldı,0
Prokurorluq dünya çempionu ilə bağlı məhkəməyə müraciət etdi ,0
"Anası ilə qardaşını yandıran şəxs danışdı: Benzin alıb, evə qayıtdım",1
Prokuror “Damdayatan Nizam”ın qızına cəza istədi,0
Qusarda evə basqın edən şəxslər cəzalandırıldı ,0
Nardaranda odlu silah-sursat gizlədən şəxs saxlanılıb,1
Azərbaycan FETÖ-nün rəhbərlərindən birini Türkiyəyə təhvil verdi,0
"Bizə dedilər ki, “Range Rover” yanır - MƏHKƏMƏ",1
Lənkəranda qətl,1
Ebru Gündeşi Bakıya gətirmək adı ilə dələduzluq edən müğənniyə cəza tələbi,0
Narkotacir “Bibi”yə hökm oxundu,0
Azyaşlını öldürməyə cəhd edən yeniyetməyə ağır cəza,0
Bakıda 80 yaşlı kişini öldürən sərxoş sürücü həbs olundu,0
Füzulidə qadını amansızcasına öldürən yeniyetmə saxlanılıb,1
Leyla Şıxlinskayanın əmlakını mənimsəyən şəxslərə cəza istəniləcək,0
İki dostu pul üstündə bıçaqlayan şəxsin cəzası azaldıldı,1
Sabiq bank sədri məhkəmədə: Obyektlərin sənədləri saxtalaşdırılıb,0
Bakıda narkoşəbəkə ifşa edilib - FOTO/VİDEO,0
Bacısı qızına təcavüz edən dayıya ağır cəza,0
Doqquz aylıq körpənin ölümünə səbəb olan sürücü həbsdə qaldı,0
Bakıda “nəzakətli” soyğunçu saxlanıldı - VİDEO,0
Bakıda müəllimi fotolarla şantaj edən şəxs məhkəməyə müraciət etdi,0
Azərbaycan qadınlarını Türkiyədə satan cəzalandırıldı,0
Polad Bülbüloğlunun qardaşının şikayəti ilə bağlı qərar verildi,1
Metropolitenin həbsdə olan sabiq polis əməkdaşına hökm oxundu ,0
Rusiyada azərbaycanlı biznesmenin övladlarının meyitləri tapıldı,1
Azərbaycanda keçmiş məhkəmə hakimi həbs edildi,0
Cənub bölgəsindən olan “qızılbarmaq” Bakıda saxlanıldı - VİDEO,0
Bakı sakini heroini Maştağadakı yarımtikilidə gizlətdi - VİDEO,1
“Ölüm işi”: Bıçaq Qafarın ürəyinə batmışdı,1
Məhkəmə anasını fahişəliyə cəlb edən qızla bağlı qərar verdi,0
Azərbaycanda 15 yaşlı oğlan qardaşını öldürdü - YENİLƏNİB,1
Azərbaycanda anasını fahişəliyə cəlb edən qız həbs edildi,0
İŞİD-ə qoşulmağa çağırış edən azərbaycanlıların cinayət işi geri qaytarıldı,1
“Yanğın işi”: Dükana verilən pul həkimə çatmırdı,1
Prokuror “Velizadə prodakşın”ın rəhbərinə cəza istəyəcək,0
Bankdan yarım milyona yaxın pul oğurlayan şəxsə cəza istənildi,1
Ağdaşda öldürülən karate müəlliminin qətlinin - TƏFƏRRÜATI,1
"Pulu götürən kimi yazıb qoydum ki, borcum var - MƏHKƏMƏ",1
Ukraynada azərbaycanlı dəstə saxlanıldı - YENİLƏNİB + FOTO/VİDEO,1
Samux sakinindən silah və narkotik götürüldü - FOTO/VİDEO,1
İsmayıllıda arvadını öldürən kişinin meyiti göldən tapıldı,1
Dükana basqın edəndə üzümüzdə maska vardı - MƏHKƏMƏ,0
Marketdə qadının çantasını oğurlayan ələ keçdi - FOTO/VİDEO,0
Arif Qazıyevin adı keçən cinayət işi: təqsirləndirilən şəxsə cəza istənildi,1
Kürəkənini kislota ilə yandıran qayınana dəlixanaya göndərildi,0
Təranə Səmədovadan xəbər var,1
Bakıda hamamda “qanlı gecə” - VİDEO,1
Məhkəmə jurnalistin atasını öldürən şəxslə bağlı qərar verdi ,0
Abbas Bağırova qarşı dələduzluq edənin məhkəməsi başladı,1
Cahangir Hacıyevin məhkəməsi təxirə düşdü,1
"Dedi ki, polisə arxada oturan qızın arvadın olduğunu söyləyərsən - MƏHKƏMƏ",1
Məhkəmə ölü elan edilmiş şəxsi “diriltdi”,0
Bakıda tanışını bıçaqlayan şəxs cəza aldı,0
Bacısı qızına təcavüz edən dayı hakim qarşısında,1
Azərbaycanda dələduzluq edən Hindistan vətəndaşları ilə bağlı qərar verildi,0
İki qardaşı öldürənlə bağlı məhkəmə qərarı ləğv edildi,1
Həbsdə olan icra nümayəndəsi: Onun arvadı da falçıdır,1
Rəis məndən 200 min manat istədi - MƏHKƏMƏ,1
Abbas Bağırovun köməkçisi həbs edildi - ÖZƏL ,0
Prokuror sabiq nazirin qardaşına cəza istədi,0
Ərini ürəyindən bıçaqlayan qadın hakim qarşısında,0
Ağcabədidə 14 qoyuna görə fermeri öldürdülər,1
"O aqressiv idi, ailəsindən şikayət edirdi - MƏHKƏMƏ İŞİ",1
Mənimsəmədə təqsirləndirilən vəzifəli şəxs azadlığa buraxıldı,1
Alimentə görə qayınatasını öldürənə hökm oxundu ,0
Pivəyə görə hədə-qorxu gələn şəxslər cəzalandırıldı,0
Bakıda 100 manata görə tanışını öldürənə ağır cəza verildi,0
İş adamı məhkəmədə adını dəyişməsinin səbəbini açıqladı ,0
Cahangir Hacıyev şüşə qəfəsdən çıxarılsın - MƏHKƏMƏ,1
Astara sakininin evindən altı kiloqram narkotik tapıldı,1
İcra Hakimiyyətinin rəsmisi rüşvət hadisəsindən danışdı - MƏHKƏMƏ,1
Anası ilə qardaşını yandıran şəxs hakim qarşısında,0
Azərbaycanda narkotacirə hökm oxundu - 10 İL,0
Bakıda aptekə basqın edənə ağır cəza,0
Bakıda mütəşəkkil şəbəkə ifşa edilib - FOTO,0
Bakıda piyada keçidindən keçən qadını maşın vurub öldürdü,1
Sumqayıtda sələmçi qadın öldürüldü - MƏHKƏMƏ ,0
Seyfdən yarım milyona yaxın pul oğurlayan şəxs hakim qarşısında,0
Bakıda tanınmış müğənni həbs edildi - TƏFƏRRÜAT,0
Məktəblini öldürməyə cəhd edən yeniyetmə ilə bağlı ekspertizanın rəyi açıqlandı,1
Emin Şəkinskinin nümayəndəsi məhkəmə prosesinə qoşulub,1
Bakıda mağazadan oğurluq etmək istəyən yeniyetmə tutulub - FOTO/VİDEO,0
Bakı sakinindən heroin götürülüb - FOTO/VİDEO,1
Xızıda civə alverçisi saxlanıldı,0
Bakıda işdən evə qayıdan qadını küçədə zorladılar,1
Çay evi tikmək üçün məndən 100 min manat istədi - MƏHKƏMƏ İŞİ,1
Qonşusunu öldürüb qaçan şəxs hakim qarşısında,0
Biznesmen adını dəyişib banka milyonlar “atdı” - TƏFƏRRÜAT,0
Azərbaycan doqquz türkiyəlini İnterpol vasitəsilə axtarışa verib,0
Sabirabadda iki qardaş qadın üstündə düşən davada bıçaqlandı,1
"Övladı öldürülən ana: Oğlum dedi ki, məni arxadan vurdular ",1
“Range Rover”lə qəza törədən polis serjantının məhkəməsi başladı,0
Təranə Səmədova qadın koloniyasına köçürüldü,0
Məhəllədə köynəksiz gəzən qonşusunu bıçaqlayana cəza istənildi,1
Bakıda ağır qəzaya səbəb olan sürücü həbs edildi,0
Taksi sürücüsünü bıçaqla hədələyib 200 manat aldı - MƏHKƏMƏ,1
Xaçmaz sakini həmyerlisini qətlə yetirib,1
“Damdayatan Nizam”ın qızı məhkəmə qarşısında,1
Dustaq azad etdirmək adı ilə dələduzluq edən şəxs cəza aldı,0
Müğənni Fədayə Laçın məhkəməyə müraciət etdi,1
“Ölüm işi”: Əlimi ayağıma aparanda qan gördüm,1
Bakıda narkotacir saxlanılıb - FOTO/VİDEO,0
Fəridə Əzizovanın evindən oğurluq edən şəxsin cəzası azaldıldı ,0
DİN Cəlilabaddakı qətllə bağlı məlumat yayıb,1
Bakının mərkəzində amansız qətl törədən şəxslər tutuldu,0
Bakıda maşınların şüşələrini sındıran şəxs tutuldu - VİDEO,0
Anasını döydüyü üçün atasını baltaladı - MƏHKƏMƏ,1
Fikrət Fəraməzoğlu: Heç bir aclıq aksiyasına başlamamışam - FOTO,1
Vurduğu piyadanı xəstəxanaya aparmaq adı ilə yolda atıb qaçdı - FOTO/VİDEO,1
"Rövşənə de, məni rahat buraxsın: Arvadını öldürən ər məhkəmə qarşısında",1
Həbs olunan şəxs: Arif Qazıyev meydana çıxmadı ,1
Bakı sakini namus üstündə bacanağını öldürdü,0
Nardaran sakinindən silah müsadirə olundu - VİDEO,1
Keçmiş məmur məhkəmədə danışdı: İcra hakimiyyəti bina tikmir,1
Arvadını namaz üstündə bıçaqladı - MƏHKƏMƏ,1
 İtaliyalı terrorçu Boliviyada saxlanılıb,0
Bakıda qaçırılmış avtomobil Tovuzda sökülmüş vəziyyətdə tapıldı,1
Fazil Mustafa: Yeniyetmələr arasında bıçaq gəzdirmək halları artıb,1
Bakıda dəhşətli ailə dramının detalları məlum oldu,1
Eyni mənzili müxtəlif şəxslərə satan şirkət rəhbərinin məhkəməsi başlayır,0
Bakıda gənc vəhşicəsinə qətlə yetirildi - YENİLƏNİB,1
Məhkəmə “Yanğın işi”nə görə Səhiyyə Nazirliyinə sorğu göndərəcək,0
Emin Şəkinskinin keçmiş qaynı ifadə verdi: Evdən aparılan pul bacımın olub ,1
“Cip”lə oğurluğa gedən şəxslərə cəza istənildi,0
Bakıda qısqanc ər arvadını öldürdü,1
Piyadanı öldürüb qaçan dünya çempionu ilə bağlı qərar verildi,1
Bakıda çay evində qan töküldü - VİDEO,1
"Şahid: İstəmirdim ki, onu tutsunlar",1
“Range Rover”lə qəza törədən polis serjantının cinayət işi icraata götürüldü,0
Məhəlləyə qızla gəldiyi üçün tanışını öldürdü - MƏHKƏMƏ,1
"Qayınanasını öldürən şəxs: Bir o qalmışdı ki, kişiliyimi əlimdən alsın",0
Gömrük Komitəsinin rüşvət alan mayoru hakim qarşısına çıxarıldı ,0
Bakıda əməliyyat: Bir milyon rublu 8 min manata dəyişmək istədilər - FOTO/VİDEO,1
"Dedi ki, Əvəz Əhmədov ondan hədə-qorxu ilə pul tələb edir - MƏHKƏMƏ",1
Bakıda “exchange” işçisinə hücum: 81 min manat oğurlandı,1
Bakıda müəllimə qarşı quldurluq edən şəxsə cəza tələbi - 11 İL,1
Həmcinslərini Malayziyaya satan qadın hakim qarşısında ,0
Bakıda seyf oğrusu yaxalandı - VİDEO,0
Sahib İbrahimovun məhkəməsində zərərçəkmiş danışdı,0
Bankdan milyonlarla manat kredit götürən iş adamı həbs olundu ,1
Azyaşlı oğlana qarşı seksual xarakterli hərəkət edən manyaka cəza verildi,0
"Yanğın işi: Birdən kimsə qışqırdı ki, yanğın var, qaçın",1
Alimentə görə qayınatasını öldürən şəxsə cəza istənildi - 19 İL,0
Hüquq müdafiəçiləri Mehman Hüseynovla görüşüblər - FOTO,0
Hesablardan 85 min manat oğurlayan hakerin yeni əməlləri üzə çıxdı,1
Vəzifəli şəxsin qardaşına qarşı dələduzluq edənə cəza istənildi,0
Xaçmazda iş adamını öldürən şəxslərə qarşı əlavə ittiham irəli sürülmədi ,0
Məşhur marketin əməkdaşlarını bıçaqlayan şəxs hakim qarşısında ,0
Dostunu ürəyindən bıçaqladı - MƏHKƏMƏ ,1
Bakıda evə hücum edən şəxslər hakim qarşısına çıxarılır,0
Allaha üsyan edən şəxsi öldürənlə bağlı məhkəməyə müraciət edildi,0
Penitensiar Xidmət: Mehman Hüseynov aclıq aksiyası keçirmir,1
Xaçmazda adam öldürüb meşədə basdıran şəxslər hakim qarşısında,0
Gəncədə ruhi xəstə 70 yaşlı kişini öldürdü,1
Xadimənin ölümünə səbəb olan vəzifəli şəxs danışdı - MƏHKƏMƏ ,1
Məmurun kabinetini qarət etmək istəyən şəxs tutuldu,1
Qadınları Türkiyə və Dubayda satan şəxsin həbs müddəti uzadıldı,0
Ukraynada zibil qutusunda içərisində meyit olan çamadan tapıldı,1
Bakıda məcburi köçkün bıçaqlandı,0
Azərbaycana kokain gətirən Boliviya vətəndaşı saxlanılıb - FOTO/VİDEO,0
"Maşını oğurlanan Gədəbəy sakini: Qapını sakitcə örtüb, gedib - VİDEO",1
“Dəvətsiz qonaqlar” evləri soydular: İtlərimi dərmanla öldürüblər - VİDEO,1
Görüşüb birlikdə narkotik qəbul edirdik - MƏHKƏMƏ,1
Azərbaycanlılar Lvovda qocanı öldürdülər,1
Minskdə taksi sürücüsünü döyən azərbaycanlıya hökm oxundu - VİDEO,0
Bakıda oğurluğa cəhd edən ər-arvada cəza verildi,0
Azyaşlı qızları fahişəliyə cəlb edən şəxsin həbs müddəti artırıldı,0
Keçmiş direktorun məhkəməsinə şahidlər məcburi gətiriləcək,0
Fiqurlu konkisürmə üzrə dünya ulduzunun anası: Öğlumun qətli sifariş idi,1
Evə girib ərimi yuxudan oyatdılar - MƏHKƏMƏ,1
Prokuror “dustaq azad etdirən” şəxsə cəza istədi,0
Qadından yataq otağında pul tələb edən şəxs cəzalandırıldı,0
Bakı sakini 11 manata görə dostunu bıçaqladı - MƏHKƏMƏ,1
Metropolitenin sabiq əməkdaşı quldurluqda ittiham edilir,0
Sumqayıtda qonşunu öldürənlər məhkəmə zalında həbs edildi,0
İşdən çıxarılan icra başçısının qohumu: Pul almamışam - MƏHKƏMƏ,1
Abşeron sakini qardaşı arvadını öldürdü,1
Azərbaycanlı futbolçunun ölümünə səbəb olan sürücünün həbsi uzadıldı,0
Bir gündə üç evi soydu - FOTO,1
Paytaxtda polis bıçaqlanıb,0
Dostunu öldürən müharibə veteranına 11 il iş verildi,0
Abşeronda adam öldürən ata-oğula hökm oxundu - 35 İL ,1
Məhkəmə prokurorun bankirlə bağlı protestini təmin etmədi,0
Məhkəmə həbs olunan şirkət rəhbərini azadlığa buraxdı,1
Rüşvət alan polkovnikə hökm oxundu,0
Azərbaycanlıları İŞİD-ə qoşulmağa çağırana cəza verildi ,0
Gürcüstanda azərbaycanlı borca görə qətlə yetirilib,1
Axtarışda olan azərbaycanlı Rusiyada saxlanıldı,0
Məhkəmə qadını intim videolarla şantaj edən şəxslərlə bağlı qərar verdi,0
Qızına təcavüz edən ataya hökm oxundu,0
Qanunsuz dərman gətirən vəzifəli şəxsin işi ekspertizaya göndərildi,0
Rüşvət alan gömrük mayoru məhkəmə qarşısında,0
Daşkəsəndə 35 günlük körpəsini öldürən ata məhkəməyə müraciət etdi,1
Məhkəmə Təranə Səmədova ilə bağlı qərar verdi,0
Bakıda qadınların əl çantalarını soyan oğru saxlanıldı,0
Məhkəmə 150 manata görə tanışını öldürənləri cəzalandırdı,0
Polad Bülbüloğlunun qardaşına qarşı dələduzluq edilib - MƏHKƏMƏ,0
Sumqayıtda qonşunu döyə-döyə öldürənlərin məhkəməsi başladı ,0
Evin damından içəri girib arvadını bıçaqlayan şəxs hakim qarşısında,0
“Çudo Peçka”nın sahibinin şikayəti əsasında məhkəmə başladı ,0
"Mehman Hüseynov zabitə xəsarət yetirdi, barəsində yeni cinayət işi açıldı",1
Qətldə şübhəli bilinən şəxs avtobusla qaçarkən saxlanıldı,0
Fədayə Laçına - HÖKM OXUNDU + YENİLƏNİB,0
Keçmiş nazirin qardaşı məhkəmədə danışdı ,0
Bakıda adam bıçaqlayan şəxslər cəzalandırıldı ,0
Şahid: Şikayət etdikdən sonra başqa yerdə mənzil verdilər,0
Azərbaycanda insan alveri ilə məşğul olan Türkiyə vətəndaşı həbs edildi ,0
Arvadının başqa kişi ilə danışdığını bilib onu öldürdü - MƏHKƏMƏ QƏRARI,0
Məşhur bankın vəzifəli şəxsinə cinayət işi açıldı ,0
Cahangir Hacıyevin məhkəməsinin vaxtı məlum oldu ,0
Sumqayıtda idmançının ölümünü görən şəxslər məhkəməyə məcburi gətiriləcək,0
“Yanğın işi”ndə zərərçəkənləri məhkəməyə polis gətirəcək,0
Kafedə adam döyən şəxsə 4 il iş verildi,0
Tanımadıqları şəxsi soyundurub videoya çəkənlər cəzalandırıldı,0
Təranə Səmədovanın işində - MÜƏMMA,1
Bakıda 14 mənzili soyan oğru tutuldu - VİDEO,0
Üçüncü dəfə ərə getmək istəyən bacısını öldürdü - MƏHKƏMƏ,0
Azərbaycanlı aparıcıya restoranda hücum etdilər,0
Fədayə Laçınla birlikdə həbs olunan vəzifəli şəxs son söz dedi,1
DİN Yevlaxdakı qətllə bağlı məlumat yayıb,0
Keçmiş polis əməkdaşına 102 min manatlıq mülki iddia qaldırıldı,0
Liftin qırılmasına görə həbs edilən vəzifəli şəxslər hakim qarşısına çıxarıldı,0
Qida Təhlükəsizliyi Agentliyi adından cinayət törədən şəxslərə 6 il iş verildi,0
Cahangir Hacıyevlə əlbir olanların adları məlum oldu - SİYAHI,0
Bir milyonluq dələduzluqda təqsirləndirilən şəxs azadlığa buraxıldı,1
Yevlaxda 18 yaşlı gənc həmyaşıdını qətlə yetirib,1
Keçmiş icra məmuru pul yığmaq üçün özünə yalandan toy edib - MƏHKƏMƏ,1
Bakıda evlərdən bahalı əşyalar oğurlayan dəstə saxlanıldı - FOTO,0
Cahangir Hacıyevin milyardlıq cinayət işi üzrə məhkəmə başlayır,0
"İsmayıllıda qadını kəndirlə boğub, meyitini kolluqda gizlədilər",1
Məhkəmə işdən çıxarılan icra başçısının şikayəti ilə bağlı qərar verdi,0
"Yatmışdım, gözümü açanda gördüm ki, hər tərəf tüstüdür - MƏHKƏMƏ ",1
Bakıda sürücülük vəsiqəsi “düzəldən”ə 5 il iş verildi,0
Məhkəmə dörd nəfəri vurub öldürən sürücünün cəzasını azaltdı,1
Bakıda bacısının ərini öldürən şəxsin həbs müddəti artırıldı,0
Prodüser Təranə Səmədovadan xəbər var,1
Qadını intim fotolarla şantaj edən şəxslə bağlı qərar verildi,0
Leyla Şıxlinskaya özünə yeni vəkil tutub,1
Bakı sakini avtomobilində güllələndi,1
Qaynı ilə əlbir olub ərini öldürərək ayaqyoluna atan qadın məhkəmə qarşısında,0
Bakıda aptekə basqın edən şəxs məhkəmə qarşısında,0
Azərbaycanda qonağını qətlə yetirib zirzəmidə basdırana 19 il iş verildi,0
Arvadın ağzını lentlə bağladıq - MƏHKƏMƏ,1
Bakıda ərini öldürən qadın həbsdə qaldı,0
İşdən çıxarılan icra başçısının qohumu jurnalistlərə etiraz etdi,1
