comment_text,target
Super Ela,0
SuppA Super,0
"Спасибки Респект вас....Спасибо большое,не разу не падвёл",0
Super Super,0
Ful Coool,0
"New update After new update i cant find any song, what’s wrong?",1
Like Like,0
LOVE это прогграма мне всегда помогает если даже без интернета он сохраняет и ты когда в ходиш в интернет он посылает что он распознал или нет,0
I cant imagine the world without SHAZAM!!! 👍🏼👍🏼👍🏼,0
🖕🏼🖕🏼🖕🏼 Thank you,0
Superdi Superdi,0
👍👍👍 Super,0
👍🏻👍🏻👍🏻 👍🏻👍🏻👍🏻,0
Para Para istiyor,1
":) 3,14здатая прога)))",0
No comment 👍🏻👍🏻👍🏻 No comment 👍🏻👍🏻👍🏻,0
Best app Great!!!,0
bestofbest 👍🏻,0
👍👍👍👍👍 Super bir proqram,0
süper uygulama istediğim müzikleri buluyorum müthiş,0
Harıka Program çok iyi,0
Супер Отличная штука. Спасибо,0
Super Mukemmel😂😍😅😀😃😁😄😆🖤,0
Shazam Эта программа знает все песни я счастлив что у меня есть такая программа,0
alik good,0
Super ☺️👍🏼👍🏼👏🏻,0
Good Really good.,0
Feedback I want to notificate that give the back automatic shazam,0
Shazam Perfect app!!! Fast and exactly!,0
Guzel Guzel beyndimmm,0
Love it! Such a great app!,0
Superrrrr Superrrr,0
Mütiw 👍,0
Hello It takes 10 seconds to launch shazam. that s why i cant find music sometimes. please make it more fast,1
Super Bu proqramı heç bir proqram əvəz edə bilməz,0
Çok güzel Çok güzel,0
superb Amazing App!!!,0
Sanan Majid Super Program,0
A Where the auto shazam in app shazam??,1
New update Recover Auto Shazam :/ others is very well 👍🏻👏,1
T Perfect,0
İlkin ⚜️⚜️,0
SO GOOOOOOOD😻😻 to the moon and baack  :),0
Shazam 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,0
👍🏼 Superrr,0
Cool Cok iti,0
Super 👍,0
Salam)) Elaçıı👍🏼👍🏼👍🏼,0
Awesome! Perfect job!,0
Unable to Download App Having issues with installing the new update on iphone 5s(ios 10.1),1
Incredible Incredible,0
Best 👍,0
👍🏻 Yaxshi proqramdi. Internet olmayanda bele mahnini axtarib internet olduqda ise adinada baxmaq olar. Supper,0
Super Muchos Grazias,0
"Best app ever seen i congratulate developers and founders of app.
Fast,intuitive and best performance.Thanks",0
Superdi Istenilen mahniya telefonu tut adini deyecey Mence Butun telefonlara Lazimdi,0
"A problem Shazam is one of my favourite apps but now it doesnt open on my iphone 
please solve the problem 
thanks<3",0
"Tez iştiyir, like Mahnını tez tapır vesselam",0
Woow Amazing,0
cox yaxwi internet olmuyanda yadda saxlamagi superdi,0
Sarl2004 Very and veryyyyyyy super,0
Cool I like it Cool I like it,0
Hh Ggg,0
Crash The new update crash in i phone5,1
Super Cool app),0
Like 5+,0
Great Great app,0
Cool Cool,0
Trio Sprrrr,0
Superr Best app I have used ever,0
Shazam I like it,0
Download it now The app is super helpful! If you are a person who likes music then this app is for you (when you want to download a song but you don't know the name you just open this app and you know the name),0
Best Best,0
👍👍 best of the best ))),0
Update Update for iOS 8!,0
Mukemmel Mukemmel Program,0
Shazam Super app,0
"Shazam😄 Супер,мне нравится!😄",0
отличьно прикрасно работает,0
Super app Cool!,0
Best Best of the best!!,0
Shazam Awesome app👍👍👍,0
"Public From this program i'am can build a party in my hause a many people sing a many music from youtube but this is not expensive 

                    COOL",0
Super! Super proqramma!,0
Best soft ever!!! Best soft ever!!!,0
Shazam Cool prog,0
super +++++,0
Shazam Just perfect...,0
None Coool app ever!,0
Shazam Thank u very much for this app👍👍👍,0
Хъсан я Хъсан я,0
I like it 👍 Love it❤️,0
Best app Seriously one of the best apps!!!,0
PTC-242 eladir,0
Super Bomba proqramdi,0
Студия Юз Крутая программа для фотошопа и у программы есть канал круто,0
"Otziv Obmanuli, napisano 3 dna besplatno, no daje 1 raz besplatno nelzya polzovatsa, srazu nujno pisat cenu, ne nujno vranyem zavlekat narod chto proqramma besplatnaya a potom trebovat oplatu !!!!!",1
Add green sceeen effect Please add green screen effect,0
Hoşuma gitti CanDem editleri yapmak için güzel bir uygulama,0
👍🏻 ... 👍🏻.,0
"EFFECTS!!! remove the names of the effects in the filters, it is not beautiful, it means that you do not respect us, which means I do not respect you.",1
Çok işime yarıyor Parasız olduğ için teşekkür ederim,0
"Sürekli,reklam geliyor Sürekli,reklam geliyor",1
just woooooooow amazing app please make it for free,0
Picsart Picsart’ın effektlerinin üzerine gelmiş yeni logo çok berbad,1
Normal Ucretsiz Biraz cox olsa ela olar ama bele yaxsidi,0
"problem i adore this program, but after u update it i have a problem, when i change the size of image 3:4 or other the quality of photo becomes very very baaad, please solve this problem",1
Picart follow Super ♥️🤗effects,0
best of best This is the beat editing app ever u can turn yourself to completely different person Lol,0
👎🏼 Awful application!,1
Possibly best iOS app İt’s the best editing+social networking app you can find. Picsart is like pocket PS+free. Totally awesome App. Thanks developers for creating such app.,0
Chok kotu! Surekli programdan chikiyor! Lutfen duzeltin!,1
Aynur Super,0
😍 Muhteşem 👌🏼,0
Suppa Cool app.,0
Picsart Mükemmel programdir!,0
G Super,0
Super I love this app,0
"Picsart Super but stickers very expensive ,it is very sad 😢",0
PicsArt Very fantastic and professional ! Thanks a lot !!!,0
Gif Get gif option back! Gifs art not good for creat gif as I want. I love pics art with gif option.,0
Zordur Goz goze geldiginde kafa chevurmek),0
Good Excellent,0
"The worst👈🏼 İstifade edirdim but dünen yenilendi ve account isteyir,ne ehtiyac var…????Derhal sildim",1
Great Great!,0
Deyəsən burdakıların xəbəri yoxduraa bu proq.yaradıcısı ermənidir...az tərif verin. Deyəsən burdakıların xəbəri yoxduraa bu proq.yaradıcısı ermənidir...az tərif verin.,1
ᴸᴼᵛᴱ ᴬᴹᴬᶻᴵᴺᴳ.   ᴬᴾᴾ,0
Not good bad.,1
. Very bad i dislike dont download,1
🖕🏻😑 🖕🏻bad,1
Super Thank's,0
great cool,0
super super,0
"Quality The picture quality would very bad after edit, also quality goes low when just only add effect in pictures.. :(",1
Good 👍🏻👍🏻👍🏻,0
"Good app. - Yaxşıdı,pis deyil )",0
Уль Прекрасная программа!!!,0
App Awesome app😍 must download👍🏿👍🏿👍🏿👍🏿,0
Attention Azerbaijani flag in emoji why not ?,1
Very beautiful I like this app,0
by_domrul Super Pragram.,0
Picsart Perfect App!!,0
"Problems in the New Update of Picsart Hi!
I'm a User of Picsart. But after the Last Update, I lost my Favourite Tool - Dropper Tool. Please, make another update and Return it to us. Thank You :)",0
Super Picsart,0
Best photo editor Perfect❤️,0
Best The best app ever!!!,0
Super Super,0
My review Love this app! In my view it is the best app among the photo editors!❤️💛💖,0
👍👍👍 super super,0
+ ela,0
Nara Best app,0
Pics Art👍 Love this app!!!,0
Orik Super !,0
👍 Super.,0
Garabagh Garabagh is Azerbaijani land. All names in Garabagh are displayed in armenian. This is unacceptable,1
Azerbaijan Baku App very good i like waze.Thank you for good app and Azerbaijan language guide voice.The most beautiful navigator program in Azerbaijan. THANK YOU.,0
R Bu cur gozel proqram duzeldibler. Ama iki deyqeden bir hacan girirsen yazirki internet hatasi,1
"Azerbaijan language??? Where the hell is Azerbaijan language gone? Are you kidding? Good app but because of this problem, i am giving just 3 stars",1
"Bluetooth Плохо стало слышно по блутузу, когда стоит на по умолчанию! Очень слабый звук! Еле еле слышно, когда звук стоит на максимуме!",0
My Driving Teacher. The best App. One of the best app. My all time favorite app. My driving Buddy. Specially if you are new in city. Thank you so much Developer and team for developing amazing app.,0
"Amazing Tural ürəysən! 
Hər döngəni, yolu tam dəqiqliyi ilə deyir :)

Xüsusilə yolu təyin edəndə - Baş üstə deməyini təqdir etdim 🙂",0
Waze doesn’t working Waze does not work in Azerbaijan. It does not connect to GPS. Please fix it,1
Waze iwlemir Yenilenmeden sonra iOS 9.3.5 de waze iwlemedi proqram acilmir,1
Orxan Навигатор не работает уже 2 дня,1
"Rəy yaxşı proqramdı
ancaq yolda gedərkən yolun sürət həddini neçədi göstərmir xayiş edirəm düzəldin",1
"Please update street names speaking in Azerbaijani First of all, the arrival of the Azerbaijani language and Azerbaijani speaker is a great pleasure. The program very well if we take off the smallest mistakes. It lists street names speaking in a few languages. It is best to have street  names speaking in Azerbaijani language. That's because every driver needs it. Please note this and add street names speaking in Azerbaijani to the program.",0
"For me - the best navigation program so far! A real friendly user: a quick reaction to the route’s change...good and easily understandable warnings...easy to navigate...easy to connect...So far, have not found any negative features to be pointed out:-)",0
Update Pls update for new ios🙌🏽,0
Super proqramdi Cox komek olur 👍🏻,0
"Супер! Очень хорошая,полезная программа.выручает очень часто.Спасибо разработчикам!есть мелкие недочеты,но надеюсь будет еще лучше.",0
ishlemir waze a nolub? ishlemir,1
Error Today I've tried to update Waze application for several times but unfortunately it returned error every time. There's enough space on my phone and I'm connected to the internet. Please advise me.,1
"NZS Super Apps , thank You All 👍👍👍👍",0
Xorosho Ne vsegda pravilno pokazivaet dorogu,0
The Best GPS program Thank you for all!,0
Nikoo Super,0
Saeed That is wonderful,0
Waze Qozzz kimi,0
The Best Лучшая программа навигации в Баку. Молодцы 👍👏✌️️,0
👍🏼👍🏼 👍🏼👍🏼👍🏼,0
Super app Very nice app,0
Good 👌,0
Mikkimitsu Super 👍,0
Mrs An awesome application,0
👍🏻👍🏻👍🏻 Bombadı yüklemenizi tavsiye ederim,0
Iko Good,0
"Waze Super- good , like.  👍",0
Good app diese app sehr gut,0
"Outstanding Great app, great performance, wish you the best",0
Best navigator i ever seen Thank u!,0
Waze user Helpful and easy interface,0
MAli Super,0
Waze Baku Thanks. Very helpful,0
Super Respect 👍 good app✌️,0
Gooood Thanks for app,0
Super The best GPS I have ever seen.,0
Iphone 5s Excellent. It works well,0
Ela En yaxsi naviqasiya programi,0
Waze Very useful program and easily for use.,0
Location service works in background Please correct this issue and add location service when using app option to menu. Otherwise it uses location service even after exiting the app and its not comfortable user experience. Gps always is on..,1
Waze I love it!its perfectly works,0
GT Very very good.👍👍👍👍,0
super super,0
Awosome Good job,0
Waze super) it is super app,0
"Fantastic design but ... Yes, I've seen lots of people speaking good of this app but I've never been able to use this app when I needed it. It either says """"""""it seems there's a problem with your connection"""""""" or """"""""no gps reception. Make sure you are outdoors"""""""".",1
Super! Best of the best!,0
Rate Perfect,0
Super!!! Very helpful!!!,0
Outstanding app Kindly want to say big thanks to Waze team. U did awesome job guys. Keep it up.,0
Wase One of the best !!!!!!,0
R 👍🏻👍🏻👍🏻,0
"Best road navigation app Really best, fast and smart app. I like it! Developers team you are the best!!!",0
Waze! Great app! I really enjoy using this app! Very useful and funny!,0
Super Super,0
Waze is the best It is realy comfortable application,0
"Beyləqan Salam,Beyləqan yazıram yolu tapmıre bu,nəydəndir?",0
SOS Its doesn't work on my IPad,0
Waze ocen udobniy navigator,0
Waze Very comfortable application. Easy to use and has nice interface.,0
Super Super,0
Супер Приложение отличное,0
Super Very usefull,0
Amazing! Thank you!,0
"Cool Proqarama gore cox saq olun.
Thanks you",0
"Best apps!!! Thanks for this app.
It's really very good!
Bravo!",0
Great Thanks.superrrr app,0
Müthiş Süper bir program. Cok memnunum.,0
waze Azerbaijan 👍 perfecto,0
Awesome! Zor zor),0
Cool One of the best maps I have used ever..,0
"Spr Just super , thanks a lot . From Azerbaijan",0
👌 Excellent application,0
👍 👍👍,0
Superrrrrrr Superrrrrrrrr,0
Mopoo Suppa,0
Доволен! 5+,0
Good Good,0
Amazing Waze Amazing!!!,0
Super Очень классно мне понравилось,0
KB Fine & Usable app.,0
"Yaxshi navigasiyadir Birce Bakini merkezinden chixanda bezu kucheleri tanimir.
PS hami radarlari elave etsin))",0
Waze Good app,0
"about waze The application collects all changes of the maps, what we do, and posts periodicaly, this good, but it's lot to do,
BUT it's WORKING, AND IT'S GROWING UP!

Good idea, good soft, and there is a lot to do in our area.",0
"Жала для паяльника Прибыл очень быстро, качеством доволен, рекомендую товар и продавца!",0
Великолепно Великолепно,0
"Молодцы Очень справедливо решают споры, и как правило поддерживают больше сторону покупателей!",0
Ela Ela telefondu. Qiymeti de super,0
Elyanora88 Cok güzel,0
Emin Very well),0
Photo search don’t working Please make,1
"Hello All Hi, my name is Shamil. I am from Azerbaijan 🇦🇿. Very very good AliExpress 👍",0
Samish001 Cok guzel.,0
aliagha AAA+++,0
I liked it thanks Thanks,1
AliExpress Супер приложение. Всегда и везде рядом AliExpress.,0
fouad hossein super,0
Gulya 👍👍👍👍,0
Guzel. Good,0
👍👍👍👍 I liked this application 👍AliExpress better than 👎eBay 😉😄,0
Super super,0
I liked that app So good!,0
👍👍👍👍👍👍👍 👍👍👍👍👍,0
Diş ağardıcı Çok hızlı geldi teşekkür iyi biley,0
super savetuyu super,0
Elvira.s very useful application. thanks,0
perfect very good,0
Leka Super 👍🏼,0
AliExpress super Good job,0
Super Muhtesem,0
"в целом норм иногда правда очень тупит придожение,айфон се 32 на 4",0
Super 👍,0
Супер!!! Супер!!!,0
Cg Vse super,0
Best application Easy and reliable application ever),0
Gorgeous Buy what you want with easy klick,0
"Her wey iyi:Very good, Bence sinamaga deyer,urunun keyfiyeti iyi",0
Good Ok,0
"Dsnika Thank you dear seller,everything was great",0
Севиль Супер приложение,0
Like Llike boss,0
"Perfect wrist watch I satsfyed with this watch,cheap and quality!",0
Ayfu have scratched and crushed box,0
Super 👍👌 Cox sagolun ✋,0
Ayawka06 👍🏻,0
Super Its very good,0
Отлично Классная программа,0
Super Super,0
Very good app Good app for quick access and shopping. Good sales. Thanks,0
“Viewed” list removed Why did you remove the “viewed” list? It was a super helpful option. Please return it back and I’ll put 5 stars.,1
Good luck Nice!,0
Ali Express 👍👍👍👍👍,0
Dair5555 Nice,0
Khayal You are excellent!,0
Feedback Best shopping app ever💛,0
Abu Muhammad Very nice. I like Ali express,0
"Баку,Азербайджан Справедливая компания! Я доволен!",0
Afaq Mukemmel,0
Əla xidmət üçün təşəkkür əla xkdmət üçün təşəllür edirik,0
YH.Baku Ela !,0
Zamir Akbarov Cool 👍👍👍,0
Лучший Хороший,0
Tahir Shamilov Tocnaya i udobnaya dostavka,0
Fidan 👍🏻👍🏻,0
SÜPER. Çok sevdim 😻👍✌️,0
Iyi iyi,0
👍🏻 👍🏻ela,0
Very good Thanks,0
Супер Удобное приложение 👍,0
Super Otlicno,0
Wow Harika,0
"Pasha Super cox tez geldi

Meslehet gorulur",0
"Удобное приложение Иногда перекидывает на главную, но это может быть из за самого телефона.",0
Guzel Guzllllll,0
Alibaba I love you aliexpress),0
😍 😍super,0
Ela Hızlı geldi güzeldi,0
"Normal Catdirilmalar 20
Gunden gec gelir coxsu. Qalan normaldi.",0
Elvira Super,0
Əla Mükəmməl,0
Ismat .Zeynalabdiyev все отлично,0
Good Good,0
Amazing app! Perfect !,0
Good very good very good,0
👍 👍👍,0
👌👍 Useful,0
aliexpress четко все я доволен,0
very good app I like it,0
Guzel tavsiye ederim Guzel tavsiye ederim 15 gun icinde geldi,0
Spasibo Super,0
Good app Very good app,0
Superr Superr,0
Aliexpress super,0
I ordered a watch.  but the clock did not come.  Please return my money. I ordered a watch.  but the clock did not come.  Please return my money.,0
Güzel. 10 güne geldi ses güzel paketleme güzel. Güzel. 10 güne geldi ses güzel paketleme güzel.,0
shikarno!!! bolshe tovara!,0
Мила 👍👍👍,0
Алиэкспресм Вы лучшие!!!,0
👌👍🏻 .07,0
like this app 👍🏻👍🏻👍🏻,0
DarkZiper Very good),0
Kamil Very good app,0
Orxan 2001 Good,0
Thanks you for app! Super app!,0
"Good but problems Aliekspress application Sometimes Coins and aplication Search not working iPhone6s.Please fix search database. 1.When I search Toshiba  Ssd I see Samsung ssd and other company(this Example) 
2.Coins Seller coupon and game sometimes Azerbaijan not working.When I have update latest version Aliekspress application see this problems. Application before versions is working latest but I dont know why problem 
3. When I search some product many of products is fake why?
When I search see 79.25 man but click I see 201.45 man(this example) 
Again I say fix Search database and fake products.thank you for reading",1
Awesome app One of the best online shopping apps,0
Good Good appl for my lovely shop🥰,0
"👎🏼 After the last update application doesn’t work normally, you can’t search anything!!",0
Алиэкспрес Это кусок из жизни нашей )) спасибо,0
Super!!! Super!!!,0
Thanks Thanks,0
Nice Usb magnit working thanks,0
👍 💪💪💪,0
Best shopping app Thanks for developers.,0
seva postayanno polzuyus,0
AliExpress Super,0
Respect Teşekkür ederim güzel ürünler,0
good app 👍🏻,0
хорошо что есть Aliexpress супер,0
Супер Хорошее приложение.,0
super çok iyi uygulama,0
Avaz Good,0
Aliexpress Mukemmel,0
Sabina.a Great shop.like it!,0
Mdnaa So good,0
Сервис на который нужно равняться. Китайцы молодцы!,0
Super app! Perfect!,0
Super Super,0
Şakir So good and fast,0
Good job Bravo,0
Aliexpress Super,0
Very good. Everything work fine.,0
Ring Super  cool,0
Кимоно стиль Япония не ожидал что  и размер подойдет  и быстро доставлен в Азербайджан !!! Хорошо Спасибо,0
"Unpleased. Na telefone lexce iskat tovari. Bilo bi lucshe eslib i na kompyutornoy versiintak
bilo. No ocen mnogo oshibok. Inogda kogda ishesh telefon vixodat odni aksesuari. Programma poka ne ocen xoroaho rabotaet.",1
"Aliexpres Super prilojenie,mojno nayti vse cto duwe ugodno",0
Super Təşəkürlər,0
D 555 All the best,0
Super Very good,0
Nice Teşekkür ederim,0
Zuzu очень довольна,0
Super Super,0
Lana Rossi It’s amazing)!,0
Super Super,0
Good əla,0
kmrnaydnl Very good,0
Super Evrything is super,0
Супер Супер,0
Əla Əla. Yazılan rəylərə də qiymət verirlər. Məhsulların AZN-lə göstərilməsi barədə təklifləri reallaşdırdılar. Bunun üçün təşəkkürlər. 5⭐️,0
Qəşəy Əlaa,0
Nika huseyn Thanks,0
İyi Cok beyendim,0
Абу Отлично,0
"Bts Çok güzel , ama son zamanlarda BTS ürünleri satılmadığı için çok üzüldüm .Lütfen sorunu çözün .",0
good always,0
👍 👍,0
Baxaaaaaaaa I like it,0
Super 👍,0
Akbar baku Super)),0
Evrika Нормално.Упаковка супер.Работает!!!,0
"ttt Thanks for the usefull app, I like it.",0
Camal Super,0
GüZel Mükemmel,0
Case Good,0
Аслан Полезная приложения,0
много ждал наконец-то получил товар всё отлично советую хороший товар много ждал наконец-то получил товар всё отлично советую хороший товар,0
"Raul, Azerbaijan Ali Express, mükəmməldiz!",0
Best Really good program an like it,0
Super.inandım Super inandım,0
Thank you thank you,0
Samir Suuuper,0
Оценка Спасибо продавцу товар нам доволен всё как было сказано так и отправили можно сказать что почти за две недели доставили заказы во зорба чан спасибо продавцу собираемся ещё заказ сделать проверил работает не плохо ловит почти все сигнала думаю будет хорошо работать,0
кенан все супер,0
Qwewq Good,0
Super👍🏻 Mən bütün alış verişlərmi AliExpress dən edirəm,0
Football game Ok,0
Superdi Super,0
Mükemmel Mükemmel,0
Stoyka Super,0
Good Thx,0
Супер! Супер,0
Программ очень Классный. И хорошо работает. Программ очень Классный. И хорошо работает.,0
"спасибо я давно пользуюсь приложением очень удобно, мне нравится, все бы брали пример!!!",0
GOOD APP GOOD APP,0
"user friendly app very convenient to use, very user friendly. Will advice it to my friends",0
Good Good,0
Selam Urun super cok beyendim,0
Fuad G2205 Очень отлично,0
But sometimes seller promise to send new goods but send referbushed But sometimes seller promise to send new goods but send referbushed.but i belive aliexpress,0
guzel super,0
Светлана Спасибо  Вам  за эффективную работу🙏🏻🙏🏻👍🏻👍🏻💋,0
"AliExpress I have been using this application for a long time.  I'm happy, everything works well, well done, keep it up !!!",0
Hji Ela,0
Арзушка Супер,0
Ok good,0
İbrahim Ela,0
Thanks Good,0
Lezviye dla stanka Spasibo .vse otlicno podowlo,0
Ramil Very good app. Thanks👍,0
Umuleyla Huseyn Excellent,0
"Fargana Kalıte cox ıyı, paketlene ıyı.Ama bekledıyımden kucuc geldı.",0
Şüşe Super,0
Сусанна 👍🏼супер,0
Very goog! Amazing!,0
Мурад Спасибо,0
tl2lvs Beautiful,0
BEST! Best shopping app!,0
Emil Good store,0
Azerbaycan Həqiqətən Burdan Alınan Mallar çox Keyfiyyətli ucuzdur,0
Super tsenkyu Tsenkyu super,0
"Good. I’ll be so glad, if you gift me coupon :))",0
Мурад 4 по тому что оригинал не найти,0
Super Thanks 🙏❤️👌,0
Məzahim Əla proqramdı,0
"Super I love this store, i love this application",0
İyi bir uygulama Güzel,0
Рамин Класс,0
Nck pro2 umt Mərba cox təşəkkür edirm harkasız,0
suoer super,0
High Price.expensive. Nice good but many things items are expensive like in my country. not difference between same items price.,0
Самир В Баку 14 дней. Подходит супер.,0
Araz_isg Good,0
AliExpress steals my data I don’t trust U AliExpress  cheese agents don’t sleep be careful people !!!,1
Ilham Super,0
Best of best 👍🏻,0
Axmedov 👍,0
"Хорошее приложение! Отличное приложение, чтобы делать заказы!",0
Tarix Qeyd olunan zamanda geldi,0
👋🏼 Guzel,0
Ela w👍👍👍👍👍,0
Ziya Hasanov Bazen saticilar cevap vermiyir ilgilenirseniz memnun olurum,0
Əaldı Çox gözəl,0
Great Great☝🏻😎,0
Ru Az,0
Güzel Çok beğendim,0
keratin super,0
Perfect Nice,0
Mr Atayev Thanks guys these is a so cool app,0
Super Well,0
orxna9000 класс,0
super super,0
yaxsi aparatin biri islemir,0
Çok beğendim. Güzel kaliteli rahat.,0
Алиэкспресс Мне нравиться,0
Abc Guzel,0
Retailer Amazing app,0
Sunny777 Super 👏,0
Mr. 👍🏻,0
Cc Cok memnun kaldim,0
Fazlasıyla güzel çok hoşuma gitti.Teşekkürler! Super,0
Perfect! Find everything easily that you want ;),0
Pinterest Harika bir uygulama her kese tavsiye ediyorum😍😍😍,0
Supersiz Çok bilgi alıram burdan cox maraqlıdı tesekkurler,0
Super 👍,0
Pi Elaaaa,0
İ like it 👍 ✨,0
Pinterest 👍🏾👍🏾👍🏾,0
💕💕💕💕 Обожаю эту программу . Так все красиво оформлено. Вы молодцы !,0
Excellence Apps !!! Superrrr!!!!,0
? Neden Fotoğrafları kaydetmek  olmuyor ?,0
Jeka Ismailova Luchwey proqrammi ne nayti,0
Love Really love this app,0
Süpe Çok eylenceli ve kafa dağıtmak için çooookkk iyi tafsiye ederim,0
Super Men bu sehifeden her terefli istifade edirem cunki axtardigim ev ucun demek olarki her sey var. metbex mebelimide burdan secmisem))),0
Husu Cok guzel👍,0
Babatdı Beyendim seni,0
Lutfen ilgilenin!!!sos!!! Pintereste kaydolamiyorum vede acmiyor!!!,1
Best inspo Need inspiration? pinterest !,0
"The best app I like this app more than all of other apps I use. This is full of new ideas, interesting things, I believe everyone would like it, if he/she had a little bit creativity and tend to make DIY things",0
"Likes Everything is great. But it would be really cool if you guys bring the like button back.. that would make a huge difference. Also if saving a pic into CameraRoll would be such as easy as saving a pic into some board, I would be super happy!",0
Çox yaxşı.Möhtəşəm. 👍🤗🔆♥️💌❤️☺️❣️👋,0
"Süper Yaaa çok muhteşem,isterdim ki,giysiler de olsun,şört falan ❤️",0
Pinterest Like👍👍👍👍👍👍👍👍👍👍👍,0
💖 Love pinterest🌸,0
Super Super,0
Vusalea Perfect ✨,0
Arreglos Florales. Me encantan,0
Nice 👍👍👍👍,0
Tarlan Cabbarov ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,0
Hi:) This is amazing !,0
very good very good,0
"X44 Nice app & helfull on my profession..
Thanks",0
"Thanks! Really useful program, I like it!",0
Perfect Helps me to find what I need,0
Very Bad I can't share my art works.I couldn't open my phone gallery.👎👎👎,1
❤️ I love this program.😍,0
Pinterest I like it,0
Super Esl peśe proqramidir,0
5 It's perfect,0
Social Many good ideas,0
"Perfect program Very useful program it helps me a lot, it has a lt of photo instructons how to do what you want.",0
Problem with an app Doesn't work this app,1
Very easy to use I really like it! You can find anything you interested in and also save photos. Thank you.,0
I cant save pictures :( Hey team.No save picture button..! I can't save pictures.its very bad.!,0
Gözəl süper,0
pinterest cox maraqlidir,0
Nice application Very nice application,0
best app best picture app in the world 👍,0
4s Ok,0
"Full Super,rekomenduyu👏👍",0
"Mrs Great, i love it",0
Supper Vh,0
Excelent! Very interesting app,0
Great! Very great app for designers!,0
Pinterest is realy nice I liked that app really very much,0
"I cant save pictures((( Cant save pictures, but there very nice pics that i would like to save",1
Best of the Best Very good app!!!,0
Best Like it!,0
A must have! This app became my obsession as soon as I had it! Great inspiration source!,0
FarizTagh Good,0
best mail app simple and effective app,0
Əla Super,0
Super👍 performans Super performans,0
İyi iyi İyi yani sevdiyim kzla gizlice yazışıyorum ne anesinin nede babasının haberi yok,0
👌👍 Super,0
Elik5555 Bravo,0
👍👍👍 👍👍👍,0
Great Love tofication,0
Спасибо Спасибо за вашу работу!,0
Jhonny Super,0
Прекрасно работает и очень удобно . 5+ Прекрасно работает и очень удобно . 5+,0
👍 Nice application,0
Super Great👍🏻,0
Rahim Valiyev Enjoying well,0
Perfection Cool,0
Super Super,0
"Самая лучшая Почта ! Все удобно , мне очень нравится",0
Fatya 👍👍👍,0
PsychoCzar Aa,0
Farid 👍🏻,0
"mail.ru Почта mail.ru всегда под рукой, очень удобно ею пользоваться, очень благодарю их создателей...",0
Elaaa Elaa super,0
super super,0
Mukemmel Mukemmel,0
Mina Ali Useful app👌🏻,0
"Süpersiniz Her şey çooook iyi,memnumun",0
Ajme Удобно просто быстро!,0
Super It is just awesome,0
Super! Bravo!,0
Спам Получаю очень много спама. Это огромный минус.,1
Faridik 👍,0
Super... Super+Super...,0
Program for emails Nice program for managing all of your emails in one place.,0
Super Super,0
Tüşekkür ederim Teşekkür ederim,0
Почта Супер,0
Mükemmel Mükemmel uyğulama..telefonumda en çox işletdiyim uyğulama,0
Love mail 👍excellent,0
Супер Ок,0
Çox Qəşəydi! Mənim çox xoşuma gəldi!!!,0
zor zordu ataş,0
Mail ru Очень удобное приложение работает хорошо,0
"4 big Star! It is really good, but you should improve ‘attach file’ part",0
Элиш Н. Классный,0
"Super Cox ela proqram,coxda rahat",0
I Like it👍🏽 Отлично👍🏽👍🏽👍🏽,0
good good,0
Hala olsun Super👍,0
Amazing Super,0
Fero 👍👍👍👍👍,0
Ashsjaj Akakdksçsç,0
İletilmiyor dosye Salam,0
GT Very Good,0
Super Thanks,0
Super Muper,0
😻 👍👍,0
Супер Супер,0
👍🏼👍🏼👍🏼 Super,0
super Jelayu uspexov,0
Super En sevdiyim proqramlardandir👍👍👍👍,0
Enzale Çok güzel,0
👍 👏,0
👍🏼👍🏼👍🏼👍🏼👍🏼 Super,0
👍😊👍 Очень удобно и выгодно! ❤️😊👍,0
Почта мейл.ру Лучшее почтовое приложение 👍,0
Best App! Great App!,0
Очень удобно воспользоваться 👍👍👍,0
СУПЕР ПРОГА!!! Админам респект!,0
İlkin 😊,0
"Nadir Great application, highly recommended",0
👍🏼👍🏼 Nice app 👍🏼👍🏼,0
"Very Fast and Nice app This app works faster than native mail app, cool I like it!",0
I like it 👍🏼👍🏼👍🏼,0
Çox gözel ve is goren programdi Stabil çalisir,0
Good I like,0
Mail Super app,0
Класс Хорошее приложение!,0
Super Super,0
Mail Udobno prosto,0
Супер очень довольна!!,0
5 star Великолепное приложение!Просто и удобно!,0
Favorite app 👍👍👍👍,0
Cool Nice,0
. Good app !,0
👍🏽✊🏽✊🏽✊🏽👍🏽👍🏽👍🏽 👍🏽👍🏽,0
Лова Все супер!❤️,0
Super Отличное приложение. Спасибо,0
👏🏻👏🏻👏🏻👏🏻 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,0
Good application! Very comfortable and handling app!,0
Ilgar Best mail app! That is all.,0
"Mail.ru Super ,very good",0
Джавид Супер!!,0
Ok Super,0
👍🏻👍🏻👍🏻👍🏻👍🏻 Thanks,0
Super Super,0
Good 👍🏻👍🏻👍🏻👍🏻,0
Buta Super)),0
Удобно! Мне все нравиться,0
good it is amazng,0
